Author	n (strains)	publication title	journal	publication URL	strains
Elias Dahdouh et al	1	unknown	unknown	unknown	hCoV-19/Spain/MD-H12-LP27-2548/2020
Hicham EL ANNAZ et al	1	unknown	unknown	unknown	hCoV-19/Morocco/HMIMV-Rabat1025-04/2020
Nadia TOUIL et al	1	unknown	unknown	unknown	hCoV-19/Morocco/HMIMV-19N/2020
Luiza Ustea et al	2	unknown	unknown	unknown	hCoV-19/Romania/Bucuresti408383/2020,hCoV-19/Romania/Bucuresti_432650/2021
Leontina Banica et al	1	unknown	unknown	unknown	hCoV-19/Romania/IF-966/2021
Jasmina Vranes et al	4	unknown	unknown	unknown	hCoV-19/Croatia/IGA-68-132251-P/2020,hCoV-19/Croatia/IGA-65-140067-P/2020,hCoV-19/Croatia/IGA-66-139319-P/2020,hCoV-19/Croatia/IGA-69-130648-P/2020
Nagy et al	3	unknown	unknown	unknown	hCoV-19/CzechRepublic/NRL-9963/2020,hCoV-19/CzechRepublic/NRL_11016/2020,hCoV-19/CzechRepublic/NRL_8490/2021
Rob Howes et al	2	unknown	unknown	unknown	hCoV-19/England/CAMC-B213E7/2020,hCoV-19/England/CAMC-CB7039/2020
Eduardo Juscamayta Lopez et al	1	unknown	unknown	unknown	hCoV-19/Peru/CAL-INS-079/2020
Jeremy P. Kamil et al	1	unknown	unknown	unknown	hCoV-19/USA/LA-EVTL1890/2020
Leonardo I. Almonacid et al	1	unknown	unknown	unknown	hCoV-19/Chile/Santiago-PUC_MVL_0029/2020
Mercedes Pérez Ruiz et al	1	unknown	unknown	unknown	hCoV-19/Spain/AN-IBV-006110/2020
Dilcher et al	1	unknown	unknown	unknown	hCoV-19/NewZealand/20CHL869065O/2020
Gustavo Cilla Eguiluz et al	1	unknown	unknown	unknown	hCoV-19/Spain/PV-IBV-98008321/2020
Susann Handrick et al	1	unknown	unknown	unknown	hCoV-19/Tunisia/11-MHT_18/2020
Department of Microbiology et al	1	unknown	unknown	unknown	hCoV-19/Sweden/20-53303/2020
Shevtsov Alexandr et al	1	unknown	unknown	unknown	hCoV-19/Kazakhstan/9008/2021
Ana Carvajal et al	1	unknown	unknown	unknown	hCoV-19/Spain/CL-IBV-98022261/2021
Matthew McCabe et al	1	unknown	unknown	unknown	hCoV-19/Ireland/D-NVRL-AIIDB0160/2020
Michael Carr et al	1	unknown	unknown	unknown	hCoV-19/Ireland/C-NVRL-84IRL03075/2021
Ingrida Olendraite et al	1	unknown	unknown	unknown	hCoV-19/Lithuania/ID7411/2021
Janis Pjalkovskis et al	4	unknown	unknown	unknown	hCoV-19/Latvia/618/2021,hCoV-19/Latvia/921/2020,hCoV-19/Latvia/1526/2021,hCoV-19/Latvia/1074/2020
?	15	unknown	unknown	unknown	hCoV-19/Germany/HE-RKI-I-016098/2021,hCoV-19/Germany/NW-RKI-I-193530/2021,hCoV-19/Germany/BY-RKI-I-187802/2021,hCoV-19/Germany/BY-RKI-I-188533/2021,hCoV-19/Germany/NW-RKI-I-181663/2021,hCoV-19/Germany/HE-RKI-I-190113/2021,hCoV-19/Germany/NW-RKI-I-193525/2021,hCoV-19/Germany/BW-RKI-I-194503/2021,hCoV-19/Germany/BW-RKI-I-178600/2021,hCoV-19/Germany/ST-RKI-I-124059/2021,hCoV-19/Germany/RP-RKI-I-134481/2021,hCoV-19/Germany/NW-RKI-I-165736/2021,hCoV-19/Germany/HB-RKI-I-161542/2021,hCoV-19/Germany/un-RKI-I-125366/2021,hCoV-19/Germany/un-RKI-I-101435/2021
Thushan de Silva et al	1	unknown	unknown	unknown	hCoV-19/England/SHEF-10CCC63/2020
Harper VanSteenhouse et al	7	unknown	unknown	unknown	hCoV-19/England/QEUH-B6927D/2020,hCoV-19/England/QEUH-164EA69/2021,hCoV-19/England/QEUH-18F7A30/2021,hCoV-19/England/QEUH-789A28/2020,hCoV-19/Scotland/QEUH-1510D95/2021,hCoV-19/England/QEUH-14405B3/2021,hCoV-19/Scotland/QEUH-15D22BE/2021
Gytis Dudas et al	3	unknown	unknown	unknown	hCoV-19/Lithuania/ID2197/2020,hCoV-19/Lithuania/S21D1492/2021,hCoV-19/Lithuania/S21E922/2021
Stella Lapiņa et al	5	unknown	unknown	unknown	hCoV-19/Latvia/2104000914/2021,hCoV-19/Latvia/2105069514/2021,hCoV-19/Latvia/2104042878/2021,hCoV-19/Latvia/2104042974/2021,hCoV-19/Latvia/2105048910/2021
Khine Zaw Oo et al	4	unknown	unknown	unknown	hCoV-19/Myanmar/DSMRC021/2021,hCoV-19/Myanmar/DSMRC015/2021,hCoV-19/Myanmar/DSMRC017/2021,hCoV-19/Myanmar/DSMRC011/2021
Seemann T. et al	24	unknown	unknown	unknown	hCoV-19/Australia/VIC18591/2021,hCoV-19/Australia/VIC18791/2021,hCoV-19/Australia/VIC18617/2021,hCoV-19/Australia/VIC18592/2021,hCoV-19/Australia/VIC18570/2021,hCoV-19/Australia/VIC18610/2021,hCoV-19/Australia/VIC18709/2021,hCoV-19/Australia/VIC18793/2021,hCoV-19/Australia/VIC18650/2021,hCoV-19/Australia/VIC18456/2021,hCoV-19/Australia/VIC18738/2021,hCoV-19/Australia/VIC18964/2021,hCoV-19/Australia/VIC18914/2021,hCoV-19/Australia/VIC18912/2021,hCoV-19/Australia/VIC18990/2021,hCoV-19/Australia/VIC18958/2021,hCoV-19/Australia/VIC18932/2021,hCoV-19/Australia/VIC18951/2021,hCoV-19/Australia/VIC2152/2020,hCoV-19/Australia/VIC6015/2020,hCoV-19/Australia/VIC18492/2021,hCoV-19/Australia/VIC18524/2021,hCoV-19/Australia/VIC18272/2021,hCoV-19/Australia/VIC18359/2021
Harald Esterbauer et al	3	unknown	unknown	unknown	hCoV-19/Austria/KILM1291/2021,hCoV-19/Austria/KILM1216/2021,hCoV-19/Austria/KILM1137/2021
Melloul Marouane et al	1	unknown	unknown	unknown	hCoV-19/Morocco/CNRST-IND02/2021
Zoe Yandle et al	12	unknown	unknown	unknown	hCoV-19/Ireland/C-NVRL-30IRL39310/2021,hCoV-19/Ireland/D-NVRL-Q23IRL96240/2021,hCoV-19/Ireland/D-NVRL-G21IRL75976/2021,hCoV-19/Ireland/D-NVRL-M33IRL35488/2021,hCoV-19/Ireland/D-NVRL-S21IRL00130366/2021,hCoV-19/Ireland/LK-NVRL-Q23IRL97929/2021,hCoV-19/Ireland/WH-NVRL-90IRL31295/2021,hCoV-19/Ireland/LD-NVRL-89IRL22531/2021,hCoV-19/Ireland/D-NVRL-22IRL72717/2021,hCoV-19/Ireland/LH-NVRL-M32IRL92625/2021,hCoV-19/Ireland/C-NVRL-M32IRL07705/2021,hCoV-19/Ireland/D-NVRL-21IRL95249/2021
Caitlin Selway et al	25	unknown	unknown	unknown	hCoV-19/Australia/SA0720/2021,hCoV-19/Australia/SA0715/2021,hCoV-19/Australia/SA0721/2021,hCoV-19/Australia/SA0810/2021,hCoV-19/Australia/SA0735/2021,hCoV-19/Australia/SA0736/2021,hCoV-19/Australia/SA0751/2021,hCoV-19/Australia/SA0785/2021,hCoV-19/Australia/SA0798/2021,hCoV-19/Australia/SA0829/2021,hCoV-19/Australia/SA0713/2021,hCoV-19/Australia/SA0795/2021,hCoV-19/Australia/SA0782/2021,hCoV-19/Australia/SA0845/2021,hCoV-19/Australia/SA0818/2021,hCoV-19/Australia/SA0808/2021,hCoV-19/Australia/SA0760/2021,hCoV-19/Australia/SA0856/2021,hCoV-19/Australia/SA0876/2021,hCoV-19/Australia/SA0694/2021,hCoV-19/Australia/SA0724/2021,hCoV-19/Australia/SA0723/2021,hCoV-19/Australia/SA0733/2021,hCoV-19/Australia/SA0718/2021,hCoV-19/Australia/SA0717/2021
Vanessa Rivera-Amill et al	2	unknown	unknown	unknown	hCoV-19/USA/PR-07192021-PR-0045/2021,hCoV-19/USA/PR-08032021-PRI4530/2021
Sunil K. Raghav et al	1	unknown	unknown	unknown	hCoV-19/India/CT-ILSGS04512/2021
Hana Apsari Pawestri et al	2	unknown	unknown	unknown	hCoV-19/Indonesia/JK-NIHRD-WGS02889/2021,hCoV-19/Indonesia/SU-NIHRD-WGS08034/2021
Joy Ritter et al	5	unknown	unknown	unknown	hCoV-19/USA/MT-MTPHL-3838805/2021,hCoV-19/USA/MT-MTPHL-3844213/2021,hCoV-19/USA/MT-MTPHL-3818710/2021,hCoV-19/USA/MT-MTPHL-3794088/2021,hCoV-19/USA/MT-MTPHL-3798294/2021
Fatima Zahra El ansari et al	1	unknown	unknown	unknown	hCoV-19/Morocco/ION_CODE_4/2021
Marc Noguera-Julian et al	5	unknown	unknown	unknown	hCoV-19/Spain/CT-HUGTiPM020NR3A11/2021,hCoV-19/Spain/CT-HUGTiPM032ZJ8A1/2021,hCoV-19/Spain/CT-HUGTiPM011LA8B10/2021,hCoV-19/Spain/CT-HUGTiPR017KX9A8/2021,hCoV-19/Spain/CT-HUGTiPM023JU0C9/2021
Uma Ramakrishnan Dasaradhi Palakodeti Aswin SaiNarain et al	2	unknown	unknown	unknown	hCoV-19/India/TN-C_79_S37_R1_001/2021,hCoV-19/India/TN-SS-35_S230_R1_001/2021
INSACOG et al	2	unknown	unknown	unknown	hCoV-19/India/RJ-IGIB-C022515/2021,hCoV-19/India/RJ-IGIB-41661/2021
Alisher Abdullaev et al	2	unknown	unknown	unknown	hCoV-19/Uzbekistan/355/2021,hCoV-19/Uzbekistan/330/2021
Sima tokajian et al	4	unknown	unknown	unknown	hCoV-19/Lebanon/LAU-CVD-28/2021,hCoV-19/Lebanon/LAU-CVD-35/2021,hCoV-19/Lebanon/LAU-CVD-45/2021,hCoV-19/Lebanon/LAU-CVD-38/2021
SEARCH Alliance San Diego with Jonathan Gonzalez Garcia et al	1	unknown	unknown	unknown	hCoV-19/Mexico/BCN-SEARCH-104098/2021
Hassan Afrad et al	1	unknown	unknown	unknown	hCoV-19/Bangladesh/IEDCR-OIS-99/2021
Andleeb Hanif et al	4	unknown	unknown	unknown	hCoV-19/Pakistan/PPHRL-5/2021,hCoV-19/Pakistan/PPHRL-01/2021,hCoV-19/Pakistan/PPHRL-AH085/2021,hCoV-19/Pakistan/PPHRL-AH82/2021
Yanjun Zhang et al	2	unknown	unknown	unknown	hCoV-19/Zhejiang/zhoushan38/2021,hCoV-19/Zhejiang/zhoushan37/2021
Alfaya N et al	2	unknown	unknown	unknown	hCoV-19/Spain/GA-CHUVI-21586556/2021,hCoV-19/Spain/GA-CHUVI-19290986/2021
Meiling Zhang et al	3	unknown	unknown	unknown	hCoV-19/Yunnan/YN-10/2021,hCoV-19/Yunnan/YN-30/2021,hCoV-19/Yunnan/YN-23/2021
Corina Casangiu et al	12	unknown	unknown	unknown	hCoV-19/Romania/B-15389/2021,hCoV-19/Romania/IS-17300/2021,hCoV-19/Romania/CT-17842/2021,hCoV-19/Romania/IS-18871/2021,hCoV-19/Romania/B-16745/2021,hCoV-19/Romania/B-18755/2021,hCoV-19/Romania/CT-18778/2021,hCoV-19/Romania/B-12060/2021,hCoV-19/Romania/MS-17909/2021,hCoV-19/Romania/IS-11038/2021,hCoV-19/Romania/B-11736/2021,hCoV-19/Romania/B-13941/2021
Eric N. Keller et al	1	unknown	unknown	unknown	hCoV-19/USA/MD-MDH-3492/2021
Leakhena Pum et al	4	unknown	unknown	unknown	hCoV-19/Cambodia/01-2107021724/2021,hCoV-19/Cambodia/705947/2021,hCoV-19/Cambodia/612937/2021,hCoV-19/Cambodia/f0802106/2021
QEII Medical Centre et al	1	unknown	unknown	unknown	hCoV-19/Australia/WA730/2021
Lin Qi et al	1	unknown	unknown	unknown	hCoV-19/Fujian/2021BD-VIR-SPE-0398/2021
Peter T. Skidmore et al	1	unknown	unknown	unknown	hCoV-19/USA/AZ-ASU6413/2021
Helena Jirincova et al	2	unknown	unknown	unknown	hCoV-19/CzechRepublic/NRL_9798/2021,hCoV-19/CzechRepublic/NRL_9560/2021
Matej Bezdicek et al	6	unknown	unknown	unknown	hCoV-19/Czech_Republic/CSQ0282/2021,hCoV-19/CzechRepublic/CSQ0359/2021,hCoV-19/CzechRepublic/CSQ0124/2021,hCoV-19/CzechRepublic/CSQ0156/2021,hCoV-19/Czech_Republic/CSQ0303/2021,hCoV-19/CzechRepublic/CSQ0317/2021
Carissa Sintca Wijaya et al	1	unknown	unknown	unknown	hCoV-19/Indonesia/JK-GSILab-640348/2021
Moates et al	2	unknown	unknown	unknown	hCoV-19/USA/AL-UAB-GX386/2021,hCoV-19/USA/AL-UAB-GX290/2021
M. Sovero et al	13	unknown	unknown	unknown	hCoV-19/Peru/C03m42/2021,hCoV-19/Peru/C01m44/2021,hCoV-19/Peru/C02m01/2021,hCoV-19/Peru/C03m09/2021,hCoV-19/Peru/C03m13/2021,hCoV-19/Peru/C03m47/2021,hCoV-19/Peru/C03m37/2021,hCoV-19/Peru/C03m31/2021,hCoV-19/Peru/C02m02/2021,hCoV-19/Peru/C03m33/2021,hCoV-19/Peru/C03m46/2021,hCoV-19/Peru/C02m36/2021,hCoV-19/Peru/C03m32/2021
Cedro-Tanda A et al	8	unknown	unknown	unknown	hCoV-19/Mexico/TAB-INMEGEN-18-40/2021,hCoV-19/Mexico/SIN-INMEGEN-18-208/2021,hCoV-19/Mexico/MEX-INMEGEN-19-211/2021,hCoV-19/Mexico/MEX-INMEGEN-16-101/2021,hCoV-19/Mexico/ROO-INMEGEN-18-78/2021,hCoV-19/Mexico/CMX-INMEGEN-06-03-60/2021,hCoV-19/Mexico/ROO-INMEGEN-06-02-151/2021,hCoV-19/Mexico/TAM-INMEGEN-19-240/2021
María I. Gutiérrez López et al	1	unknown	unknown	unknown	hCoV-19/Colombia/VAC-SCOV-019/2021
Laila Al Balushi et al	4	unknown	unknown	unknown	hCoV-19/Oman/52111728/2021,hCoV-19/Oman/5219252/2021,hCoV-19/Oman/5219580/2021,hCoV-19/Oman/5219335/2021
Gregory L. Ware et al	1	unknown	unknown	unknown	hCoV-19/USA/LA-EVTL3913/2021
Rajeev Shrestha et al	1	unknown	unknown	unknown	hCoV-19/Nepal/DH_010/2021
Runa Jha et al	3	unknown	unknown	unknown	hCoV-19/Nepal/S-26/2021,hCoV-19/Nepal/S-10/2021,hCoV-19/Nepal/S-05/2021
National Public Health Laboratory Team et al	3	unknown	unknown	unknown	hCoV-19/Nepal/S-93/2021,hCoV-19/Nepal/S-68/2021,hCoV-19/Nepal/S-97/2021
Arindam Maitra et al	2	unknown	unknown	unknown	hCoV-19/India/WB-1932000320614/2021,hCoV-19/India/WB-1930300474829/2021
Hege Vangstein Aamot et al	6	unknown	unknown	unknown	hCoV-19/Norway/Ahus-926/2021,hCoV-19/Norway/Ahus-1186/2021,hCoV-19/Norway/Ahus-1232/2021,hCoV-19/Norway/Ahus-714/2021,hCoV-19/Norway/Ahus-1207/2021,hCoV-19/Norway/Ahus-730/2021
Marija Janevska et al	2	unknown	unknown	unknown	hCoV-19/Belgium/UGent-7515/2021,hCoV-19/Belgium/UGent-5535/2021
Sisonke et al	1	unknown	unknown	unknown	hCoV-19/SouthAfrica/NHLS-UCT-LA-Z548/2021
Manraj SS et al	11	unknown	unknown	unknown	hCoV-19/Mauritius/248310/2021,hCoV-19/Mauritius/248308/2021,hCoV-19/Mauritius/235426/2021,hCoV-19/Mauritius/235420/2021,hCoV-19/Mauritius/235425/2021,hCoV-19/Mauritius/235419/2021,hCoV-19/Mauritius/220576/2021,hCoV-19/Mauritius/155355/2021,hCoV-19/Mauritius/156377/2021,hCoV-19/Mauritius/155349/2021,hCoV-19/Mauritius/104690/2021
Jean Maritz et al	1	unknown	unknown	unknown	hCoV-19/SouthAfrica/Tygerberg_1328/2021
Florette Treurnicht et al	1	unknown	unknown	unknown	hCoV-19/SouthAfrica/KRISP-K019507/2021
Ahmed Babiker et al	2	unknown	unknown	unknown	hCoV-19/USA/GA-EHC-1424V/2021,hCoV-19/USA/GA-EHC-1502V/2021
Dr. Zahrah Buhamad et al	2	unknown	unknown	unknown	hCoV-19/Kuwait/Jaber2120269566/2021,hCoV-19/Kuwait/Jaber2120269301/2021
Chenwei Wang on behalf of Q-PHIRE Genomics et al	6	unknown	unknown	unknown	hCoV-19/Australia/QLD2059/2021,hCoV-19/Australia/QLD2067/2021,hCoV-19/Australia/QLD2196/2021,hCoV-19/Australia/QLD2163/2021,hCoV-19/Australia/QLD2206/2021,hCoV-19/Australia/QLD2055/2021
Pham Ngoc Thach et al	3	unknown	unknown	unknown	hCoV-19/Vietnam/VN5983/2021,hCoV-19/Vietnam/VN5724/2021,hCoV-19/Vietnam/VN5903/2021
Long Chen et al	2	unknown	unknown	unknown	hCoV-19/Shenzhen/IVDC-0610-37/2021,hCoV-19/Guangdong/IVDC-05-07/2021
Antonio Grimaldi Patrizia Annunziata Francesco Panariello Biancamaria Pierri Claudia Tiberio Teresa Giuliano Valentina Bouche Chiara Colantuono Maria Concetta Cuomo Denise Di Concilio Lucio Di Filippo Anna Manfredi Marcello Salvi Antonio Limone Luigi Atripaldi Pellegrino Cerino Andrea Ballabio Davide Cacchiarelli et al	8	unknown	unknown	unknown	hCoV-19/Italy/CAM-TIGEM-IZSM-COLLI-16167/2021,hCoV-19/Italy/CAM-TIGEM-IZSM-COLLI-16038/2021,hCoV-19/Italy/CAM-TIGEM-IZSM-COLLI-10139/2021,hCoV-19/Italy/CAM-TIGEM-IZSM-COLLI-11781/2021,hCoV-19/Italy/CAM-TIGEM-IZSM-COLLI-11137/2021,hCoV-19/Italy/CAM-TIGEM-IZSM-COLLI-8725/2021,hCoV-19/Italy/CAM-TIGEM-IZSM-COLLI-15900/2021,hCoV-19/Italy/CAM-TIGEM-IZSM-COLLI-13317/2021
Dave J. Baker et al	1	unknown	unknown	unknown	hCoV-19/England/NORW-13D4940/2021
José Martínez-Alarcón et al	1	unknown	unknown	unknown	hCoV-19/Spain/CM-HGUCR-707951/2021
Elian Terpo et al	3	unknown	unknown	unknown	hCoV-19/Poland/2108-136_wsselodz/2021,hCoV-19/Poland/2108-144_wsselodz/2021,hCoV-19/Poland/2108-134_wsselodz/2021
Sandra Janezic et al	9	unknown	unknown	unknown	hCoV-19/Slovenia/17-043683-KR/2021,hCoV-19/Slovenia/08-147154-MB/2021,hCoV-19/Slovenia/08-148292-MB/2021,hCoV-19/Slovenia/08-148288-MB/2021,hCoV-19/Slovenia/08-148293-MB/2021,hCoV-19/Slovenia/17-041851-KR/2021,hCoV-19/Slovenia/17-059159-CE/2021,hCoV-19/Slovenia/08-109904-MB/2021,hCoV-19/Slovenia/17-025018-KR/2021
Alia Grad et al	3	unknown	unknown	unknown	hCoV-19/Algeria/36421/2021,hCoV-19/Algeria/36420/2021,hCoV-19/Algeria/36417/2021
Sanaâ LEMRISS et al	3	unknown	unknown	unknown	hCoV-19/Morocco/RA207/2021,hCoV-19/Morocco/RA156-1C/2021,hCoV-19/Morocco/RA212/2021
Goletic S et al	2	unknown	unknown	unknown	hCoV-19/BosniaandHerzegovina/VFS-UNSA-LMGFI037/2021,hCoV-19/BosniaandHerzegovina/VFS-UNSA-LMGFI039/2021
Alexiev et al	12	unknown	unknown	unknown	hCoV-19/Bulgaria/21BG-EU_003800_Pl32/2021,hCoV-19/Bulgaria/21BG-NC_003946_R15/2021,hCoV-19/Bulgaria/21BG-NC_003909_R15/2021,hCoV-19/Bulgaria/21BG-EU_003720_Pl32/2021,hCoV-19/Bulgaria/21BG-EU_002565_Pl23/2021,hCoV-19/Bulgaria/21BG-EU_003389_Pl30/2021,hCoV-19/Bulgaria/21BG-NC_003454_R13/2021,hCoV-19/Bulgaria/21BG-EU_002654_Pl24/2021,hCoV-19/Bulgaria/21BG-EU_002552_Pl23/2021,hCoV-19/Bulgaria/21BG-EU_003348_Pl30/2021,hCoV-19/Bulgaria/21BG-NC_003480_R13/2021,hCoV-19/Bulgaria/21BG-EU_003632_Pl31/2021
Marzena Baranowska et al	1	unknown	unknown	unknown	hCoV-19/Poland/33SNR21_wsserze/2021
Stacy Reeves et al	1	unknown	unknown	unknown	hCoV-19/USA/GA-GPHL-0644/2021
Ashley C. Johnson et al	3	unknown	unknown	unknown	hCoV-19/USA/MS-UMMC-X10C4-210927000454/2021,hCoV-19/USA/MS-UMMC-M693B4-505781/2021,hCoV-19/USA/MS-UMMC-M566F9-504888/2021
Cassandra Campion et al	3	unknown	unknown	unknown	hCoV-19/USA/IN-INSPHL-06087/2021,hCoV-19/USA/IN-INSPHL-02992/2021,hCoV-19/USA/IN-INSPHL-02643/2021
Alexandra Lorentz et al	3	unknown	unknown	unknown	hCoV-19/USA/SD-MDH-0036/2021,hCoV-19/USA/MN-MDH-9783/2021,hCoV-19/USA/MN-MDH-7450/2021
Giandhari Jennifer et al	1	unknown	unknown	unknown	hCoV-19/SouthAfrica/CERI-KRISP-K020117/2021
Luiz G P de Almeida et al	8	unknown	unknown	unknown	hCoV-19/Brazil/RS-LNN04159/2021,hCoV-19/Brazil/RJ-LNN04179/2021,hCoV-19/Brazil/ES-LNN00730/2021,hCoV-19/Brazil/RJ-LNN02546/2021,hCoV-19/Brazil/RJ-LNN04104/2021,hCoV-19/Brazil/RJ-LNN01017/2021,hCoV-19/Brazil/RJ-LNN01497/2021,hCoV-19/Brazil/RJ-LNN04316/2021
Rafia Razzaque et al	2	unknown	unknown	unknown	hCoV-19/USA/OR-OSPHL01695/2021,hCoV-19/USA/OR-OSPHL00222/2021
Maximilian Damagnez et al	1	unknown	unknown	unknown	hCoV-19/Germany/NW-HHU-8895/2021
Laguda-Akingba O et al	2	unknown	unknown	unknown	hCoV-19/SouthAfrica/KRISP-K016801/2021,hCoV-19/SouthAfrica/KRISP-K016781/2021
Fayez Ahmed Khardine et al	7	unknown	unknown	unknown	hCoV-19/Algeria/50291/2021,hCoV-19/Algeria/46836/2021,hCoV-19/Algeria/57433/2021,hCoV-19/Algeria/57453/2021,hCoV-19/Algeria/46851/2021,hCoV-19/Algeria/47640/2021,hCoV-19/Algeria/50100/2021
Cecile Troupin et al	2	unknown	unknown	unknown	hCoV-19/Cambodia/01-2106231496/2021,hCoV-19/Cambodia/579548/2021
Irena Tabain et al	12	unknown	unknown	unknown	hCoV-19/Croatia/6847/2021,hCoV-19/Croatia/7012/2021,hCoV-19/Croatia/7292/2021,hCoV-19/Croatia/7100/2021,hCoV-19/Croatia/5411/2021,hCoV-19/Croatia/6026/2021,hCoV-19/Croatia/4474/2021,hCoV-19/Croatia/6643/2021,hCoV-19/Croatia/4525/2021,hCoV-19/Croatia/4543/2021,hCoV-19/Croatia/5407/2021,hCoV-19/Croatia/6272/2021
Baillie Vicky et al	1	unknown	unknown	unknown	hCoV-19/SouthAfrica/VIDA-KRISP-K018951/2021
Darren L Smith et al	1	unknown	unknown	unknown	hCoV-19/England/NORT-1BDEA1E/2021
Latour J. et al	1	unknown	unknown	unknown	hCoV-19/Andorre/AND-CHU-TLS-2120214126/2021
M et al	5	unknown	unknown	unknown	hCoV-19/Andorra/AND-234_2120214126_GC/2021,hCoV-19/Andorra/AND-234_2120014139_GC/2021,hCoV-19/Andorra/AND-235_2118213857_GC/2021,hCoV-19/Andorra/AND-234_2118213840_GC/2021,hCoV-19/Andorra/AND-233_2118213842_GC/2021
Marie Le Mercier et al	2	unknown	unknown	unknown	hCoV-19/Belgium/UZA-UA-CV2084368837/2021,hCoV-19/Belgium/UZA-UA-CV2056782441/2021
Tatiana Sedláčková et al	7	unknown	unknown	unknown	hCoV-19/Slovakia/UVZ_PL29_E3_14829/2021,hCoV-19/Slovakia/UVZ_PL26_F2_14355/2021,hCoV-19/Slovakia/UVZ_PL27_H4_14388/2021,hCoV-19/Slovakia/UVZ_PL13_C8_8921/2021,hCoV-19/Slovakia/UVZ_PL15_F4_10231/2021,hCoV-19/Slovakia/UVZ_PL17_B5_11173/2021,hCoV-19/Slovakia/UVZ_PL19_B9_11980/2021
Emma Arvidsson et al	1	unknown	unknown	unknown	hCoV-19/Sweden/4092896964/2021
Goutam Buddha Das et al	1	unknown	unknown	unknown	hCoV-19/Bangladesh/PRTC-CVASU-BCSIR-20/2021
Soile Blomqvist et al	6	unknown	unknown	unknown	hCoV-19/Finland/THL-202121991/2021,hCoV-19/Finland/THL-202121466/2021,hCoV-19/Finland/THL-202100622/2020,hCoV-19/Finland/THL-202119085/2021,hCoV-19/Finland/THL-202119273/2021,hCoV-19/Finland/THL-202112367/2021
Nihad Al-Rashedi et al	2	unknown	unknown	unknown	hCoV-19/Iraq/Thi-Qar-1/2021,hCoV-19/Iraq/Thi-Qar-5/2021
Andrey Komissarov et al	17	unknown	unknown	unknown	hCoV-19/Russia/SPE-RII-35182S/2021,hCoV-19/Russia/SPE-RII-36296S/2021,hCoV-19/Russia/SPE-RII-38043S/2021,hCoV-19/Crimea/RII-MH29241S/2021,hCoV-19/Russia/MOW-RII-MH30196S/2021,hCoV-19/Russia/MOW-RII-MH30152S/2021,hCoV-19/Russia/MOW-RII-MH24916S/2021,hCoV-19/Crimea/RII-MH29260S/2021,hCoV-19/Russia/MOW-RII-MH29572S/2021,hCoV-19/Russia/SPE-RII-MH17288S/2021,hCoV-19/Russia/KR-RII-MH16398S/2021,hCoV-19/Crimea/RII-MH3433S/2020,hCoV-19/Russia/AST-RII-MH4157S/2020,hCoV-19/Crimea/RII-MH9362S/2020,hCoV-19/Russia/SPE-RII-MH14652S/2021,hCoV-19/Russia/SPE-RII-MH14681S/2021,hCoV-19/Russia/SPE-RII-32321S/2021
Virginia Division of Consolidated Laboratory Services et al	2	unknown	unknown	unknown	hCoV-19/USA/VA-DCLS-5778/2021,hCoV-19/USA/VA-DCLS-6192/2021
Samoilov A.E. et al	3	unknown	unknown	unknown	hCoV-19/Crimea/CR-CRIE-L189Z0141ubh/2021,hCoV-19/Russia/MOW-CRIE-D187M0072ub/2021,hCoV-19/Russia/YAR-CRIE-L188M0695h/2021
M.Tukalo et al.	6	unknown	unknown	unknown	hCoV-19/Ukraine/20-62720/2021,hCoV-19/Ukraine/G1-00/2021,hCoV-19/Ukraine/39-62235/2021,hCoV-19/Ukraine/HZ4-60454/2021,hCoV-19/Ukraine/Kyiv/F2-6/2021,hCoV-19/Ukraine/HZ2-59758/2021
Nir Rainy et al	4	unknown	unknown	unknown	hCoV-19/Israel/SMC-7005757/2021,hCoV-19/Israel/SMC-7005104/2021,hCoV-19/Israel/SMC-7006421/2021,hCoV-19/Israel/SMC-7005608/2021
Fetouma Doudou et al	2	unknown	unknown	unknown	hCoV-19/Algeria/SMII/2021,hCoV-19/Algeria/48875/2021
Daniel Ehrsam et al	2	unknown	unknown	unknown	hCoV-19/Switzerland/ZH-UZH-IMV-459d668d/2021,hCoV-19/Switzerland/ZH-UZH-IMV-3ba47e0f/2021
Chaoran Chen et al	6	unknown	unknown	unknown	hCoV-19/Switzerland/AG-ETHZ-33028740/2021,hCoV-19/Switzerland/AG-ETHZ-610848/2021,hCoV-19/Switzerland/BL-ETHZ-590893/2021,hCoV-19/Switzerland/VS-ETHZ-610446/2021,hCoV-19/Switzerland/BL-ETHZ-33256374/2021,hCoV-19/Switzerland/BL-ETHZ-33285093/2021
Giorgio Dirani et al	3	unknown	unknown	unknown	hCoV-19/Italy/EMR-C057-21-23_full_variant_seq/2021,hCoV-19/Italy/EMR-C060-21-06/2021,hCoV-19/Italy/EMR-C059-21-03_full_variant_seq/2021
Adnan Mannan et al	1	unknown	unknown	unknown	hCoV-19/Bangladesh/icddrb-CGH-CU-3348/21/2021
Matthew Cotten Dan Lule Bugembe et al	3	unknown	unknown	unknown	hCoV-19/Uganda/UG657/2021,hCoV-19/Uganda/UG590/2021,hCoV-19/Uganda/UG667/2021
Tanguy ARAUD et al	1	unknown	unknown	unknown	hCoV-19/Switzerland/LU-DIA-011421970001/2021
